ticker,vcp_score,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
PAYX,0.0,35.7,"Paychex, Inc.",69.5,Technology,Software - Application,100.0,80.0,24.0,65.0,50.0,90.99,32600887296.0,15.0,1.5,False,down,88.5,True,1.0,26.7,True,1.0,6.4,4.6,False,161.24,-43.6,0.0,False,"{'debt_to_equity': 1.25, 'current_ratio': 1.15, 'operating_margin_pct': 44.4}","{'eps_growth_yoy': np.float64(88.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 26.6}",100.93,125.0,90.0,15.0,hold,10.9,,,45.3,-50.2,,,4.75,95.4,2.76,True,-1.11,9.0,3.6,57.0,2026-06-25,False,False,5.0,NEUTRAL,6.37,90.0,1.69,,,,,,4.600000000000001,0.0,10.7,20.8,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,358.3,23.0,31.6,15.0,False,down,1.5,0.0,True,1.0,True,1.0,5.0,16,22.0,31.8,Bajo 50%,9.3,0.0,1.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,37.334999999999994,8.0,0.0,-2.0,3.0,1.0,,,0.0,0.0,0.0,1.36,0.0,0.0,23,0,,0,MIXED/INSUFFICIENT (0),,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,
CME,0.0,48.4,CME Group Inc.,71.2,Financial Services,Financial Data & Stock Exchanges,85.0,80.0,39.6,85.0,50.0,284.53,103102111744.0,15.0,23.7,False,down,12.6,False,0.0,11.1,True,2.0,1.5,2.2,False,329.16,-13.6,5.0,False,"{'roe_pct': 15.9, 'debt_to_equity': 0.14, 'current_ratio': 1.02, 'operating_margin_pct': 69.8}","{'eps_growth_yoy': np.float64(12.6), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 63.3}",306.6,353.0,230.0,15.0,hold,7.8,257.25,-9.6,249.64,-12.3,2.94,8.36,1.83,43.1,3.41,True,-0.78,32.9,8.5,84.0,2026-07-22,False,False,6.0,NEUTRAL,5.28,101.4,1.04,,,,,,28.9,0.0,14.5,21.4,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 41% up volume)",MEGA_FLOAT,360.7,18.0,35.9,15.0,False,down,23.7,0.0,False,0.0,True,2.0,2.0,6,22.0,77.3,Top 25%,32.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,36.650000000000006,0.0,0.0,3.0,3.0,3.0,,,0.0,0.0,0.0,0.98,-3.0,2.0,30,0,,0,MIXED/INSUFFICIENT (0),,0.0,20.62,⚪ WEAK,🔴 Weak,,,,,,,
RACE,0.0,17.0,Ferrari N.V.,61.7,Consumer Cyclical,Auto Manufacturers,65.0,60.0,38.7,90.0,60.0,342.71,60456366080.0,15.0,1.7,False,down,-7.8,True,1.0,0.6,True,1.0,3.0,5.0,False,519.1,-34.0,0.0,False,"{'roe_pct': 42.9, 'debt_to_equity': 0.74, 'current_ratio': 2.3, 'operating_margin_pct': 28.6}","{'eps_growth_yoy': np.float64(-7.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 22.3}",447.25,538.52,406.13,14.0,none,30.5,69.99,-79.6,104.9,-69.4,1.39,4.76,1.24,33.3,0.63,True,-1.3,51.1,-0.1,6.0,2026-05-05,True,False,9.0,STRONG,3.38,38.6,,,,,,,0.0,0.0,5.1,18.5,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",HIGH_FLOAT,155.6,25.0,23.6,15.0,False,down,1.7,0.0,True,1.0,True,1.0,5.0,,22.0,,Sin datos suficientes,1.7,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,36.53,0.0,0.0,0.0,3.0,0.0,,,0.0,0.0,0.0,3.81,3.0,10.0,86,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,
ECL,0.0,44.7,Ecolab Inc.,64.7,Basic Materials,Specialty Chemicals,90.0,60.0,36.0,60.0,65.0,266.96,75395850240.0,15.0,5.1,False,down,40.1,False,0.0,13.6,False,0.0,1.3,2.2,False,309.27,-13.7,4.0,False,"{'roe_pct': 22.4, 'debt_to_equity': 0.91, 'current_ratio': 0.99, 'operating_margin_pct': 16.4}","{'eps_growth_yoy': np.float64(40.1), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 12.8}",318.95,352.0,270.0,21.0,buy,19.5,,,72.9,-72.7,,,1.03,36.8,1.05,True,-1.04,9.3,7.8,,,False,False,6.0,NEUTRAL,3.4,52.2,3.53,,,,,,3.0,0.0,13.4,19.4,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 38% up volume)",MEGA_FLOAT,281.4,38.0,32.8,15.0,False,down,5.1,0.0,False,0.0,False,0.0,0.0,11,22.0,54.5,Medio,23.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,36.115,0.0,0.0,0.0,3.0,3.0,,,0.0,0.0,0.0,2.44,1.0,2.0,80,0,,0,MIXED/INSUFFICIENT (0),,0.0,15.47,⚪ WEAK,🔴 Weak,,,,,,,
TMO,0.0,17.2,Thermo Fisher Scientific Inc,68.8,Healthcare,Diagnostics & Research,100.0,70.0,15.0,75.0,70.0,470.22,174743797760.0,15.0,4.6,False,down,30.3,True,1.0,17.9,True,1.0,1.2,2.4,False,643.99,-27.0,2.0,False,"{'roe_pct': 13.5, 'debt_to_equity': 0.83, 'current_ratio': 1.53, 'operating_margin_pct': 17.9}","{'eps_growth_yoy': np.float64(30.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.2}",620.54,750.0,520.0,24.0,strong_buy,32.0,308.23,-34.4,205.66,-56.3,3.15,14.83,0.37,9.7,0.25,True,-1.72,6.1,11.3,84.0,2026-07-22,False,False,5.0,NEUTRAL,4.06,36.2,1.52,BEARISH,999.0,50.0,0.0,1.0,0.0,0.0,5.2,20.6,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,371.1,23.0,25.8,15.0,False,down,4.6,0.0,True,1.0,True,1.0,5.0,18,22.0,22.7,Bottom 25%,3.4,-3.0,0.0,0.0,-5.0,-8.0,0.0,0.0,0.0,False,2/3,35.379999999999995,0.0,3.0,0.0,3.0,3.0,,,0.0,0.0,0.0,4.0,3.0,0.0,75,0,,0,MIXED/INSUFFICIENT (0),,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,
VRSK,0.0,25.4,"Verisk Analytics, Inc.",50.8,Industrials,Consulting Services,55.0,60.0,15.0,65.0,65.0,176.66,23142555648.0,15.0,2.1,False,down,-15.1,False,0.0,3.4,True,1.0,6.1,3.7,False,322.92,-45.3,0.0,False,"{'roe_pct': 437.9, 'debt_to_equity': 15.82, 'current_ratio': 1.2, 'operating_margin_pct': 44.0}","{'eps_growth_yoy': np.float64(-15.1), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 29.6}",221.53,275.0,183.0,17.0,buy,25.4,,,,,4.38,7.73,1.13,27.8,0.62,True,-2.7,7.9,,0.0,2026-04-29,True,False,7.0,NEUTRAL,4.95,113.1,1.59,,,,,,0.0,0.0,7.6,15.2,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",HIGH_FLOAT,137.5,20.0,22.9,15.0,False,down,2.1,0.0,False,0.0,True,1.0,2.0,13,22.0,45.5,Bajo 50%,16.0,0.0,1.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,35.29,0.0,3.0,0.0,3.0,0.0,,,0.0,0.0,0.0,3.18,3.0,5.0,30,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,
LRLCY,0.0,21.4,L'Oreal Co.,54.2,Consumer Defensive,Household & Personal Products,55.0,50.0,36.0,80.0,60.0,85.72,228779409408.0,15.0,19.2,False,down,,,0.0,,,0.0,,,False,95.48,-10.2,3.0,False,"{'roe_pct': 18.0, 'debt_to_equity': 0.34, 'current_ratio': 1.45, 'operating_margin_pct': 19.2}",{'profit_margin_pct': 13.9},91.1,102.0,83.0,3.0,buy,6.3,32.6,-62.0,26.7,-68.9,2.58,2.22,1.91,60.9,1.5,,,,0.3,91.0,2026-07-29,False,False,6.0,NEUTRAL,18.55,69.9,60.71,,,,,,3.0,0.0,6.4,16.3,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEGA_FLOAT,255.7,28.0,22.7,15.0,False,down,19.2,0.0,,0.0,,0.0,0.0,12,22.0,50.0,Medio,20.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,35.05,0.0,0.0,3.0,0.0,1.0,,,0.0,0.0,0.0,0.79,-3.0,2.0,20,0,,0,MIXED/INSUFFICIENT (0),,0.0,14.42,⚪ WEAK,🔴 Weak,,,,,,,
DBOEY,0.0,70.2,Deutsche Boerse AG,61.8,Financial Services,Financial Data & Stock Exchanges,55.0,60.0,61.4,80.0,60.0,31.29,56980946944.0,35.0,37.1,False,up,-3.8,False,0.0,4.3,True,1.0,,,False,33.52,-6.7,5.0,False,"{'roe_pct': 19.2, 'debt_to_equity': 0.65, 'current_ratio': 1.01, 'operating_margin_pct': 43.6}","{'eps_growth_yoy': np.float64(-3.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 27.3}",35.19,35.19,35.19,1.0,strong_buy,12.5,,,15.98,-48.9,,,1.58,35.4,1.92,,,,6.1,84.0,2026-07-22,False,False,5.0,NEUTRAL,,66.8,1.63,,,,,,32.6,0.0,21.1,18.5,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 61% up volume)",HIGH_FLOAT,182.2,20.0,39.6,35.0,False,up,37.1,2.0,False,0.0,True,1.0,2.0,6,22.0,77.3,Top 25%,32.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,34.480000000000004,0.0,0.0,3.0,0.0,3.0,,,0.0,0.0,0.0,1.56,0.0,0.0,,0,,0,MIXED/INSUFFICIENT (0),,0.0,19.68,⚪ WEAK,🔴 Weak,,,,,,,
AME,0.0,18.7,"AMETEK, Inc.",76.8,Industrials,Specialty Industrial Machinery,100.0,60.0,65.1,85.0,60.0,228.95,52444528640.0,60.0,63.5,False,down,13.3,True,2.0,15.4,False,0.0,1.6,2.7,False,242.05,-5.4,7.0,True,"{'roe_pct': 14.6, 'debt_to_equity': 0.24, 'current_ratio': 1.06, 'operating_margin_pct': 27.5}","{'eps_growth_yoy': np.float64(13.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 20.0}",250.0,273.0,208.0,18.0,buy,9.2,88.94,-61.2,64.1,-72.0,2.57,5.89,0.59,19.4,0.62,True,-0.83,23.1,3.6,1.0,2026-04-30,True,False,6.0,NEUTRAL,3.45,144.0,7.29,,,,,,30.6,0.0,5.6,23.0,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",MEGA_FLOAT,227.6,18.0,28.6,60.0,False,down,63.5,0.0,True,2.0,False,0.0,5.0,2,22.0,95.5,Top 10%,48.3,5.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,False,2/3,34.455,0.0,0.0,0.0,3.0,1.0,,,0.0,0.0,0.0,1.15,0.0,2.0,48,0,,0,MIXED/INSUFFICIENT (0),,0.0,27.18,⚪ WEAK,🔴 Weak,,,,,,,
SPGI,0.0,72.6,S&P Global Inc.,56.6,Financial Services,Financial Data & Stock Exchanges,75.0,50.0,27.0,65.0,65.0,433.47,129520836608.0,15.0,13.0,False,flat,4.0,False,0.0,3.7,False,0.0,1.0,1.5,False,579.05,-25.1,1.0,False,"{'roe_pct': 13.9, 'debt_to_equity': 0.38, 'current_ratio': 0.68, 'operating_margin_pct': 43.8}","{'eps_growth_yoy': np.float64(4.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 30.4}",535.71,585.0,480.0,21.0,strong_buy,23.6,782.17,80.4,474.6,9.5,4.21,18.44,0.9,24.4,0.81,True,-3.86,22.6,32.5,,,False,False,7.0,NEUTRAL,4.47,942.7,0.6,BEARISH,999.0,50.0,0.0,1.0,5.799999999999997,0.0,21.8,17.0,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEGA_FLOAT,296.6,23.0,38.8,15.0,False,flat,13.0,0.0,False,0.0,False,0.0,0.0,6,22.0,77.3,Top 25%,32.0,3.0,0.0,0.0,-5.0,-8.0,0.0,0.0,0.0,False,2/3,34.269999999999996,0.0,3.0,0.0,3.0,5.0,,,0.0,0.0,0.0,2.95,1.0,5.0,14,0,,0,MIXED/INSUFFICIENT (0),EXIT,-12.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,
TT,0.0,76.6,Trane Technologies plc,58.3,Industrials,Building Products & Equipment,50.0,50.0,63.9,80.0,60.0,480.75,106304438272.0,60.0,65.2,False,flat,-0.1,False,0.0,9.7,False,0.0,1.7,2.7,False,493.69,-2.6,6.0,False,"{'roe_pct': 37.0, 'debt_to_equity': 0.63, 'current_ratio': 1.25, 'operating_margin_pct': 15.5}","{'eps_growth_yoy': np.float64(-0.1), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.7}",485.62,559.0,394.0,23.0,buy,1.0,128.82,-73.2,131.2,-72.7,1.82,8.75,0.87,28.6,1.21,True,-1.39,17.2,-0.3,1.0,2026-04-30,True,False,9.0,STRONG,3.55,102.0,,,,,,,27.5,0.0,23.0,17.5,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,220.8,23.0,40.5,60.0,False,flat,65.2,0.0,False,0.0,False,0.0,0.0,,22.0,,Sin datos suficientes,65.2,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,2/3,34.15,0.0,0.0,0.0,3.0,0.0,,,0.0,0.0,0.0,0.12,-3.0,10.0,56,0,,0,MIXED/INSUFFICIENT (0),,0.0,28.33,⚪ WEAK,🔴 Weak,,,,,,,
CP,0.0,7.0,Canadian Pacific Kansas City Li,74.0,Industrials,Railroads,95.0,70.0,68.7,55.0,60.0,86.75,77841096704.0,60.0,52.9,False,flat,18.4,True,1.0,3.4,True,2.0,1.2,3.9,False,89.42,-3.0,6.0,False,"{'roe_pct': 8.6, 'debt_to_equity': 0.5, 'current_ratio': 0.49, 'operating_margin_pct': 44.0}","{'eps_growth_yoy': np.float64(18.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.5}",91.15,101.69,74.14,11.0,buy,5.1,32.8,-62.2,33.0,-62.0,2.57,2.23,0.76,19.4,0.76,True,-5.06,7.3,-7.4,0.0,2026-04-29,True,False,7.0,NEUTRAL,6.22,11.8,,,,,,,36.3,0.0,2.1,22.2,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEGA_FLOAT,848.9,8.0,24.3,60.0,False,flat,52.9,0.0,True,1.0,True,2.0,5.0,1,22.0,100.0,Top 10%,54.5,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,2/3,34.050000000000004,0.0,0.0,0.0,3.0,0.0,,,0.0,0.0,0.0,0.64,-3.0,5.0,60,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,29.9,⚪ WEAK,🔴 Weak,AVOID,35.0,Near ATH (-3.0% from high) - poor entry point,-3.0,NEUTRAL,BUY,False
ISRG,0.0,54.2,"Intuitive Surgical, Inc.",65.5,Healthcare,Medical Instruments & Supplies,85.0,60.0,36.0,75.0,65.0,466.64,165266554880.0,15.0,4.4,False,down,24.8,False,0.0,13.6,False,0.0,1.9,4.0,False,603.88,-22.7,2.0,False,"{'roe_pct': 17.2, 'current_ratio': 4.61, 'operating_margin_pct': 30.9}","{'eps_growth_yoy': np.float64(24.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.2}",577.01,750.0,378.0,30.0,buy,23.7,177.93,-61.9,154.35,-66.9,1.36,6.36,,,,True,-2.07,,18.8,83.0,2026-07-21,False,False,4.0,NEUTRAL,1.83,22.5,2.11,,,,,,2.8999999999999986,0.0,16.3,19.6,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEGA_FLOAT,352.0,28.0,35.9,15.0,False,down,4.4,0.0,False,0.0,False,0.0,0.0,8,22.0,68.2,Medio,29.3,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,33.910000000000004,0.0,0.0,0.0,3.0,5.0,,,0.0,0.0,0.0,2.96,1.0,0.0,98,0,,0,MIXED/INSUFFICIENT (0),WATCH,-3.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,
ORLY,0.0,23.0,"O'Reilly Automotive, Inc.",57.0,Consumer Cyclical,Auto Parts,80.0,50.0,36.0,45.0,65.0,91.57,76780257280.0,15.0,0.2,False,down,12.4,False,0.0,6.7,False,0.0,2.0,3.1,False,108.72,-15.8,2.0,False,"{'current_ratio': 0.77, 'operating_margin_pct': 18.8}","{'eps_growth_yoy': np.float64(12.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.3}",105.71,115.0,64.0,24.0,buy,15.4,28.45,-68.9,41.28,-54.9,1.34,1.23,,,,True,-2.73,14.8,13.9,0.0,2026-04-29,True,False,7.0,NEUTRAL,4.08,40.2,1.85,,,,,,0.0,0.0,6.9,17.1,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEGA_FLOAT,830.8,28.0,24.0,15.0,False,down,0.2,0.0,False,0.0,False,0.0,0.0,17,22.0,27.3,Bajo 50%,7.1,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,31.949999999999996,0.0,0.0,0.0,3.0,3.0,,,0.0,0.0,0.0,1.92,0.0,5.0,70,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,
