ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,dist_ma50_pct,health_details,earnings_details,sin_score_motivo,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,pe_ancla,pe_ancla_n,pe_ancla_dispersion,pe_ancla_fragil,pe_ancla_excluidos,pe_sin_ancla_motivo,pe_eps_usado,pe_eps_motivo,dcf_no_aplicable,ai_descartados,per_share_no_fiable,acciones_efectivas,shares_change_es_gasto,dividend_rate,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,interest_coverage_base,interest_coverage_ebit,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_fecha_conocida,earnings_catalyst,piotroski_score,piotroski_label,piotroski_evaluables,piotroski_motivo,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,modelos_dispersion_pts,modelos_acuerdo,upside_triangulated_pct,upside_divergence_pts,upside_divergence,upside_requiere_verificacion,risk_reward_ratio,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason,tasa_base_frase,tasa_base_n,tasa_base_caida_mediana_pct,tasa_base_caida_peor_pct,tasa_base_arriba_pct,tasa_base_bimodal,soporte_frase,soporte_nivel,soporte_distancia_pct,soporte_dias,soporte_aguanto,soporte_roto,soporte_antiguo
AXP,0.0,,,,43.6,American Express Company,62.5,Financial Services,Credit Services,70.0,60.0,36.0,85.0,65.0,305.66,206415200256.0,15.0,3.0,False,down,7.8,False,0.0,10.0,True,1.0,2.1,4.5,False,387.49,-21.1,2.0,False,-8.5,"{'roe_pct': 34.4, 'debt_to_equity': 1.72, 'current_ratio': 1.55, 'operating_margin_pct': 20.3}","{'eps_growth_yoy': 7.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 16.1, 'score_bruto_sin_capar': 70.0, 'satura': False}",,378.54,450.0,329.0,24.0,buy,23.8,527.13,72.5,304.34,-0.4,múltiplo propio,4.0,0.52,False,,,reportado,,,,,,,3.8,7.78,23.78,1.26,21.5,1.1,True,-2.86,,,,7.7,28.0,2026-10-23,False,True,False,4.0,NEUTRAL,7.0,,,,1.38,,,,,,0.0,0.0,13.1,18.8,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 40% up volume)",MEGA_FLOAT,522.2,30.0,31.8,15.0,False,down,3.0,0.0,False,0.0,True,1.0,2.0,14.0,32.0,59.4,Medio,24.4,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,34.18,0.0,6.0,0.0,3.0,3.0,0.69,0.69,1.0,0.0,0.0,72.9,CONTRADICEN,,24.2,MEDIA,False,2.98,0.0,,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),CAUTION,-1.0,46,0.4365,BAJA,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,1,0.945,False,-20.48,5.67,-17.12,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias,"las 15 veces anteriores (RSI normal, bajo su MA200 que baja) o paró casi donde estaba o se desplomó hasta -35% — sin término medio; al año el 60% estaba en positivo (mediana +3%).",15,-12.1,-34.8,60,True,"soporte vivo más cercano en 304.35 (-0.4%), puesto a prueba hace 1 días; aguantó 6 y se rompió 3",304.35,-0.4,1.0,6.0,3.0,False
AZO,0.0,,,,50.0,"AutoZone, Inc.",62.5,Consumer Cyclical,Auto Parts,90.0,70.0,24.0,45.0,65.0,2861.75,46283083776.0,15.0,3.7,False,down,5.4,True,2.0,8.4,True,2.0,3.5,1.6,False,4332.68,-33.9,0.0,False,-4.1,"{'current_ratio': 0.9, 'operating_margin_pct': 20.0}","{'eps_growth_yoy': 5.4, 'op_growth_yoy': 6.6, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 12.7, 'score_bruto_sin_capar': 90.0, 'satura': False}",,3715.7,4800.0,3000.0,23.0,strong_buy,29.8,2980.98,4.2,2934.77,2.6,múltiplo propio,4.0,0.54,False,,,reportado,,,,,,,,3.87,110.75,,,,True,-2.06,7.5,Operating Income,7.5,15.0,74.0,2026-12-08,False,True,False,6.0,NEUTRAL,9.0,,6.14,35.2,0.98,,,,,,6.800000000000001,0.0,,18.8,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,55,"No clear pattern (1.0x ratio, 48% up volume)",LOW_FLOAT,16.1,20.0,26.8,15.0,False,down,3.7,0.0,True,2.0,True,2.0,8.0,29.0,32.0,12.5,Bottom 25%,6.5,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,42.0,0.0,3.0,0.0,3.0,3.0,-4.79,-5.94,0.0,3.0,-3.0,1.6,COHERENTES,4.2,26.4,MEDIA,False,3.72,2.0,62.0,0,,0,UNRELIABLE/INSUFFICIENT (0),,0.0,0,,,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,0,0.971,False,-33.95,3.5,-35.01,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 7 veces anteriores (RSI normal, bajo su MA200 que baja) o paró casi donde estaba o se desplomó hasta -34% — sin término medio; al año el 57% estaba en positivo (mediana +27%).",7,-12.6,-33.7,57,True,sin soportes identificables por debajo,,,,,,
DPZ,0.0,,,,40.3,"Domino's Pizza, Inc.",60.0,Consumer Cyclical,Restaurants,80.0,60.0,24.0,65.0,65.0,293.03,9693940736.0,15.0,0.0,False,down,3.6,True,1.0,4.3,True,1.0,11.2,4.0,True,442.35,-33.8,0.0,False,-12.0,"{'current_ratio': 1.54, 'operating_margin_pct': 19.1}","{'eps_growth_yoy': 3.6, 'op_growth_yoy': 3.1, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.9, 'score_bruto_sin_capar': 80.0, 'satura': False}",,377.0,450.0,270.0,28.0,buy,28.7,400.8,36.8,439.01,49.8,múltiplo propio,4.0,0.14,False,,,reportado,,,,,,,7.96,6.78,19.87,2.69,42.3,1.25,True,-3.15,4.9,Operating Income,4.9,4.8,18.0,2026-10-13,False,True,True,8.0,STRONG,9.0,,6.48,106.0,2.07,,,,,,5.100000000000001,0.0,12.1,18.0,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEDIUM_FLOAT,30.2,22.0,30.1,15.0,False,down,0.0,0.0,True,1.0,True,1.0,5.0,31.0,32.0,6.2,Bottom 25%,0.2,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,31.515,0.0,6.0,3.0,3.0,1.0,-1.08,-0.86,0.0,1.0,-1.5,13.0,COHERENTES,36.8,-14.6,,False,3.59,10.0,16.0,0,,-10,UNRELIABLE/AVOID (-10),,0.0,37,0.4034,BAJA,0.0,⚪ WEAK,🔴 Weak,,,,,,,,EVENTO,"Q1 2026: ventas comparables US 0.9% vs. 2.3% esperado, obligó a management a recortar guidance a crecimiento de un dígito bajo. Deterioro puntual atribuible a presión competitiva macro intensa y promociones, no a quiebra del modelo (márgenes operativos siguen expandiéndose, Q2 recovery).",https://www.tikr.com/es/blog/dominos-pizza-stock-is-down-15-in-2026-heres-what-the-valuation-model-says | https://www.tikr.com/es/blog/dominos-pizza-has-fallen-26-from-its-highs-heres-where-the-stock-could-go-in-2026 | https://mx.investing.com/news/analyst-ratings/evercore-isi-recorta-precio-objetivo-de-dominos-pizza-por-menor-perspectiva-93CH-3583450 | https://es.finance.yahoo.com/noticias/accion,False,0,0.773,False,-32.6,4.55,-37.7,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 6 veces anteriores (sobrevendido (RSI<25), bajo su MA200 que baja) cayó otro 10% de mediana (peor caso -20%); al año el 83% estaba en positivo (mediana +20%).",6,-9.8,-20.0,83,False,"el soporte más cercano está en 280.27 (-4.4%), sin visitar desde hace 3 meses; aguantó 1 de 1 veces",280.27,-4.4,93.0,1.0,0.0,True
NDAQ,0.0,,,,14.5,"Nasdaq, Inc.",73.3,Financial Services,Financial Data & Stock Exchanges,85.0,80.0,50.3,75.0,65.0,94.55,52851310592.0,35.0,46.7,False,flat,12.2,False,0.0,20.5,True,1.0,2.0,2.7,False,101.79,-7.1,5.0,False,0.0,"{'roe_pct': 16.5, 'debt_to_equity': 0.78, 'current_ratio': 1.01, 'operating_margin_pct': 49.3}","{'eps_growth_yoy': 12.2, 'op_growth_yoy': 22.4, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 35.0, 'score_bruto_sin_capar': 85.0, 'satura': False}",,109.67,135.0,84.0,15.0,buy,16.0,81.69,-13.6,98.36,4.0,múltiplo propio,4.0,0.46,False,,,reportado,,,,,,,1.16,3.75,3.55,1.22,32.7,1.29,True,-1.93,7.9,Operating Income,8.3,14.1,27.0,2026-10-22,False,True,False,9.0,STRONG,9.0,,3.95,199.9,1.43,,,,,,12.3,0.0,4.3,22.0,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,496.5,25.0,26.3,35.0,False,flat,46.7,0.0,False,0.0,True,1.0,2.0,9.0,32.0,75.0,Top 25%,32.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,1/3,32.545,0.0,3.0,0.0,3.0,3.0,0.0,-0.12,0.0,0.0,0.0,17.6,CONTRADICEN,,29.6,MEDIA,False,2.0,10.0,41.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,-5.0,37,0.1453,BAJA,20.83,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,2,1.001,False,-6.17,23.93,-5.83,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 46 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 6% de mediana (peor caso -34%); al año el 87% estaba en positivo (mediana +22%).",46,-6.5,-33.5,87,False,"soporte vivo más cercano en 93.13 (-1.5%), puesto a prueba hace 16 días; aguantó 1 y se rompió 1",93.13,-1.5,16.0,1.0,1.0,False
ADP,0.0,,,,13.5,"Automatic Data Processing, Inc.",64.5,Technology,Software - Application,75.0,50.0,58.7,85.0,50.0,263.11,104523800576.0,35.0,43.7,False,up,7.5,False,0.0,6.8,False,0.0,3.0,5.1,False,294.35,-10.6,5.0,False,-1.9,"{'roe_pct': 72.2, 'debt_to_equity': 0.91, 'current_ratio': 1.05, 'operating_margin_pct': 23.5}","{'eps_growth_yoy': 7.5, 'op_growth_yoy': 4.3, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.1, 'score_bruto_sin_capar': 75.0, 'satura': False}",,287.6,322.0,225.0,15.0,hold,9.3,295.98,12.5,271.22,3.1,múltiplo propio,3.0,0.2,True,,,reportado,,,,,,,6.8,4.57,12.02,2.58,60.7,2.04,True,-1.96,12.6,Operating Income,13.5,3.9,33.0,2026-10-28,False,True,False,6.0,NEUTRAL,9.0,,5.46,162.1,2.0,,,,,,8.0,0.0,4.0,19.3,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,396.3,25.0,23.4,35.0,False,up,43.7,2.0,False,0.0,False,0.0,0.0,13.0,32.0,62.5,Medio,27.7,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,1/3,32.475,5.0,3.0,3.0,3.0,1.0,0.0,0.12,0.0,0.0,0.0,9.4,COHERENTES,9.3,1.5,,False,1.16,2.0,14.0,0,,-8,RELIABLE/AVOID (-8),,0.0,37,0.1346,BAJA,19.95,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,1,0.758,False,-8.06,41.8,12.48,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 49 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 4% de mediana (peor caso -37%); al año el 80% estaba en positivo (mediana +17%).",49,-4.4,-37.3,80,False,"soporte vivo más cercano en 260.67 (-0.9%), puesto a prueba hace 1 días; aguantó 5 de 5 veces",260.67,-0.9,1.0,5.0,0.0,False
AMZN,0.0,,,,5.9,"Amazon.com, Inc.",70.3,Consumer Cyclical,Internet Retail,85.0,60.0,50.3,85.0,70.0,249.38,2689890779136.0,35.0,35.9,False,down,76.7,True,1.0,16.6,False,0.0,0.8,2.5,False,287.2,-13.2,5.0,False,-2.7,"{'roe_pct': 30.6, 'debt_to_equity': 0.46, 'current_ratio': 1.03, 'operating_margin_pct': 13.7}","{'eps_growth_yoy': 76.7, 'op_growth_yoy': 29.6, 'crecimiento_respaldado': False, 'crecimiento_puntuado': 54.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 17.4, 'score_bruto_sin_capar': 110.0, 'satura': True}",,329.54,405.0,230.0,57.0,strong_buy,32.1,,,493.85,98.0,múltiplo propio,3.0,0.51,True,,,reportado,,"el capex se lleva el 82% del flujo operativo: lo que queda no es lo que gana el dueño, es lo que sobra tras decidir invertir",,,,,,1.1,2.74,,,,False,,33.7,Operating Income,46.6,242.3,34.0,2026-10-29,False,True,False,6.0,NEUTRAL,9.0,,2.84,17.6,0.1,,,,,,20.9,0.0,1.8,21.1,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 38% up volume)",MEGA_FLOAT,9810.5,10.0,22.9,35.0,False,down,35.9,0.0,True,1.0,False,0.0,2.0,,32.0,,Sin datos suficientes,35.9,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,40.415,0.0,0.0,0.0,0.0,5.0,0.4,0.4,0.0,0.0,0.0,,,65.0,-65.9,,True,4.01,2.0,148.0,1,Pershing Square (Ackman),0,UNRELIABLE/INSUFFICIENT (0),CAUTION,-3.0,4,0.0595,BAJA,20.53,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,2,0.819,False,-13.17,27.23,0.63,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 46 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 8% de mediana (peor caso -43%); al año el 83% estaba en positivo (mediana +24%).",46,-8.1,-42.7,83,False,"soporte vivo más cercano en 244.30 (-2.0%), puesto a prueba hace 1 días; aguantó 2 y se rompió 3",244.3,-2.0,1.0,2.0,3.0,False
DSGX,0.0,,,,18.9,The Descartes Systems Group Inc.,76.1,Technology,Software - Application,95.0,70.0,50.3,90.0,65.0,80.13,6855005184.0,35.0,25.3,False,up,31.6,False,0.0,11.8,True,1.0,,2.5,False,98.35,-18.5,4.0,False,4.5,"{'roe_pct': 11.9, 'debt_to_equity': 0.0, 'current_ratio': 2.02, 'operating_margin_pct': 33.2}","{'eps_growth_yoy': 31.6, 'op_growth_yoy': 25.2, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 24.3, 'score_bruto_sin_capar': 95.0, 'satura': False}",,101.23,126.0,82.0,13.0,buy,26.3,116.05,44.8,,,,,,,,múltiplo propio 64x fuera del rango 8-45,reportado,,,,,,,,4.38,3.51,,,,False,-0.59,257.0,Operating Income,264.0,32.6,68.0,2026-12-02,False,True,False,6.0,NEUTRAL,9.0,,3.41,78.6,0.74,,,,,,10.5,0.0,5.7,22.8,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",HIGH_FLOAT,85.2,22.0,28.5,35.0,False,up,25.3,2.0,False,0.0,True,1.0,2.0,13.0,32.0,62.5,Medio,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,31.685,5.0,3.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,,,35.6,-18.5,,False,3.29,2.0,93.0,0,,-8,RELIABLE/AVOID (-8),,0.0,39,0.1892,BAJA,7.609999999999999,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,2,1.072,False,-23.28,28.09,-5.14,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias,"las 4 veces anteriores (RSI normal, sobre su MA200 que baja) cayó otro 5% de mediana (peor caso -13%); al año el 100% estaba en positivo (mediana +14%). ⚠ solo 4 casos, no decide nada",4,-5.4,-13.1,100,False,"soporte vivo más cercano en 78.88 (-1.6%), puesto a prueba hace 24 días; aguantó 1 y se rompió 2",78.88,-1.6,24.0,1.0,2.0,False
QSR,0.0,,,,35.0,Restaurant Brands International Inc.,61.5,Consumer Cyclical,Restaurants,85.0,60.0,24.0,65.0,65.0,70.91,32484651008.0,15.0,0.0,False,down,166.8,True,2.0,4.6,True,1.0,6.3,7.0,False,81.96,-13.5,4.0,False,-5.8,"{'roe_pct': 34.8, 'debt_to_equity': 2.9, 'current_ratio': 1.01, 'operating_margin_pct': 27.7}","{'eps_growth_yoy': 166.8, 'op_growth_yoy': 8.4, 'crecimiento_respaldado': False, 'crecimiento_puntuado': 33.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 13.1, 'score_bruto_sin_capar': 110.0, 'satura': True}",,86.04,104.0,79.0,25.0,buy,21.3,67.24,-5.2,108.2,52.6,múltiplo propio,4.0,0.49,False,,,reportado,,,,,458111000.0,,2.6,4.9,3.47,3.63,63.8,3.41,False,0.66,5.2,Operating Income,5.2,151.2,34.0,2026-10-29,False,True,False,6.0,NEUTRAL,9.0,,6.11,58.5,0.11,,,,,,11.9,0.0,10.5,18.4,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.8x ratio, 45% up volume)",MEGA_FLOAT,317.6,25.0,28.9,15.0,False,down,0.0,0.0,True,2.0,True,1.0,8.0,31.0,32.0,6.2,Bottom 25%,0.2,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,31.35,0.0,3.0,5.0,0.0,5.0,0.05,0.45,0.0,0.0,0.0,57.8,CONTRADICEN,,26.5,MEDIA,False,2.66,2.0,32.0,1,Pershing Square (Ackman),-8,RELIABLE/AVOID (-8),,0.0,46,0.3505,BAJA,15.15,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,2,0.956,False,-12.62,15.55,-20.52,sideways,stage4_ma_alcista,ESPERAR,"Ha perdido la MA200, aunque la media sigue subiendo — corrección dentro de tendencia, espera a que la recupere","las 11 veces anteriores (RSI normal, bajo su MA200 que sube) cayó otro 14% de mediana (peor caso -56%); al año el 36% estaba en positivo (mediana -3%).",11,-13.7,-56.2,36,False,"soporte vivo más cercano en 70.11 (-1.1%), puesto a prueba hace 1 días; aguantó 5 de 5 veces",70.11,-1.1,1.0,5.0,0.0,False
VLTO,0.0,,,,50.0,Veralto Corporation,67.1,Industrials,Pollution & Treatment Controls,70.0,70.0,46.7,85.0,65.0,96.2,23452919808.0,35.0,31.6,False,up,8.6,False,0.0,7.5,True,2.0,3.1,4.5,False,107.9,-10.8,4.0,False,0.1,"{'roe_pct': 34.3, 'debt_to_equity': 1.16, 'current_ratio': 1.77, 'operating_margin_pct': 21.4}","{'eps_growth_yoy': 8.6, 'op_growth_yoy': 0.6, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.3, 'score_bruto_sin_capar': 70.0, 'satura': False}",,114.79,136.0,100.0,14.0,buy,19.3,103.81,7.9,105.16,9.3,múltiplo propio,3.0,0.24,True,,,reportado,,,,,,,0.52,4.43,4.26,0.54,12.6,,True,-1.64,14.1,Operating Income,14.1,10.1,26.0,2026-10-21,False,True,False,6.0,NEUTRAL,9.0,,5.12,76.5,2.0,,,,,,12.8,0.0,,20.1,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 54% up volume)",MEGA_FLOAT,243.2,23.0,28.8,35.0,False,up,31.6,2.0,False,0.0,True,2.0,2.0,,32.0,,Sin datos suficientes,31.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,31.24,0.0,3.0,0.0,3.0,3.0,0.0,1.28,1.0,0.0,0.0,1.4,COHERENTES,9.3,10.7,,False,2.41,2.0,43.0,0,,-8,RELIABLE/AVOID (-8),,0.0,32,,,15.71,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,2,0.766,False,-10.46,20.38,-8.76,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias,"la vez anterior (RSI normal, sobre su MA200 que baja) cayó otro 20% de mediana (peor caso -20%); al año el 0% estaba en positivo (mediana -9%). ⚠ solo 1 casos, no decide nada",1,-19.5,-19.5,0,False,"soporte vivo más cercano en 95.50 (-0.7%), puesto a prueba hace 23 días; aguantó 11 y se rompió 2",95.5,-0.7,23.0,11.0,2.0,False
YUM,0.0,,,,50.0,"Yum! Brands, Inc.",61.8,Consumer Cyclical,Restaurants,85.0,70.0,24.0,50.0,65.0,137.34,37480235008.0,15.0,0.9,False,down,128.1,True,1.0,12.3,True,1.0,4.1,4.3,False,170.14,-19.3,2.0,False,-7.0,"{'current_ratio': 0.59, 'operating_margin_pct': 32.8}","{'eps_growth_yoy': 128.1, 'op_growth_yoy': 9.6, 'crecimiento_respaldado': False, 'crecimiento_puntuado': 34.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 25.4, 'score_bruto_sin_capar': 105.0, 'satura': True}",,172.89,200.0,147.0,23.0,buy,25.9,173.07,26.0,152.59,11.1,múltiplo propio,4.0,0.19,False,,,normalizado,tasa fiscal efectiva -0.9% — el beneficio del periodo no es representativo,,,,,,3.0,4.57,6.28,2.13,36.8,1.81,True,-1.42,5.2,Operating Income,5.3,92.1,39.0,2026-11-03,False,True,False,5.0,NEUTRAL,9.0,,5.04,75.7,0.15,,,,,,0.0,0.0,,18.5,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 39% up volume)",MEGA_FLOAT,272.2,30.0,26.5,15.0,False,down,0.9,0.0,True,1.0,True,1.0,5.0,31.0,32.0,6.2,Bottom 25%,0.2,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,31.72,0.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,14.9,COHERENTES,25.9,7.3,,False,3.24,0.0,46.0,0,,-5,MIXED/AVOID (-5),CAUTION,-8.0,7,,,0.0,⚪ WEAK,🔴 Weak,,,,,,,,EVENTO,"Brote de Cyclospora en iceberg de Taco Bell a mediados de julio 2026 causó caída de tráfico de 12.2%, pero CEO reporta recuperación del 50% en días recientes y describe el impacto como temporal. Fundamentales corporativos sólidos con ganancias de Q2 al alza 128% año sobre año.",https://es.tradingview.com/symbols/NYSE-YUM/ | https://capital.com/en-int/markets/shares/yum-brands-share-price | https://www.investing.com/equities/yum!-brands-inc | https://en.wikipedia.org/wiki/Yum_China,False,1,0.97,False,-18.87,2.29,-32.38,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 13 veces anteriores (RSI normal, bajo su MA200 que baja) cayó otro 6% de mediana (peor caso -38%); al año el 100% estaba en positivo (mediana +16%).",13,-6.1,-37.8,100,False,"soporte vivo más cercano en 135.35 (-1.4%), puesto a prueba hace 0 días; aguantó 7 de 7 veces",135.35,-1.4,0.0,7.0,0.0,False
