ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,upside_triangulated_pct,upside_divergence_pts,upside_divergence,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
BRK-B,0.0,,,,28.3,Berkshire Hathaway Inc.,74.2,Financial Services,Insurance - Diversified,100.0,70.0,36.0,90.0,60.0,508.13,1087758860288.0,15.0,21.2,False,flat,107.5,True,1.0,19.2,True,1.0,1.0,2.3,False,537.74,-5.5,5.0,False,"{'roe_pct': 12.1, 'debt_to_equity': 0.17, 'current_ratio': 2.89, 'operating_margin_pct': 32.6}","{'eps_growth_yoy': 107.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 22.3}",547.67,604.0,510.0,3.0,buy,7.8,,,,,6.62,51.12,,,,True,-0.41,18.5,75.5,64.0,2026-11-07,False,False,4.0,NEUTRAL,,,0.21,,,,,,19.8,0.0,8.5,22.3,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (1.0x ratio, 47% up volume)",MICRO_FLOAT,1.2,22.0,30.8,15.0,False,flat,21.2,0.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,21.2,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,1/3,34.395,0.0,0.0,6.0,0.0,3.0,5.0,0.0,4.25,0.0,0.0,0.0,,,,0.98,-3.0,0.0,,0,,0,UNRELIABLE/INSUFFICIENT (0),CAUTION,-3.0,46,0.2834,BAJA,20.92,⚪ WEAK,🔴 Weak,,,,,,,,,,,,,,,,,False,2,0.709,False,-5.51,9.51,-13.77,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
ATLKY,0.0,,,,50.0,Atlas Copco AB (publ),65.8,Industrials,Specialty Industrial Machinery,80.0,60.0,46.7,80.0,55.0,21.08,102841319424.0,35.0,45.6,False,flat,8.2,True,1.0,9.1,True,1.0,,,False,22.42,-6.0,7.0,True,"{'roe_pct': 25.7, 'debt_to_equity': 0.34, 'current_ratio': 1.27}","{'eps_growth_yoy': 8.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.7}",26.0,26.0,26.0,1.0,none,23.3,,,,,2.64,0.82,2.7,73.8,1.57,False,,126.5,4.0,,,False,False,6.0,NEUTRAL,,53.6,3.32,,,,,,43.2,0.0,,19.7,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,3947.5,3.0,28.2,35.0,False,flat,45.6,0.0,True,1.0,True,1.0,5.0,8.0,29.0,75.9,Top 25%,39.8,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,False,3/3,34.31999999999999,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,2.91,2.0,2.0,,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-8.0,43,,,26.08,⚪ WEAK,🔴 Weak,,,,,,,,,,,,,,,,,True,3,0.851,False,-5.98,36.38,-3.75,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
WST,0.0,,,,38.1,"West Pharmaceutical Services, Inc.",76.0,Healthcare,Medical Instruments & Supplies,100.0,50.0,68.7,95.0,55.0,342.73,24119885824.0,60.0,69.5,False,down,10.0,True,2.0,8.4,False,0.0,3.5,2.8,False,386.0,-11.2,6.0,False,"{'roe_pct': 19.1, 'debt_to_equity': 0.11, 'current_ratio': 2.82, 'operating_margin_pct': 22.5}","{'eps_growth_yoy': 10.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 17.0}",404.73,459.0,340.0,15.0,none,18.1,107.46,-68.6,141.36,-58.8,1.15,3.95,0.26,11.1,0.25,True,-1.9,155.1,9.0,48.0,2026-10-22,False,False,7.0,NEUTRAL,2.51,19.0,1.9,,,,,,47.2,0.0,11.4,22.8,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",HIGH_FLOAT,69.9,0.0,34.2,60.0,False,down,69.5,0.0,True,2.0,False,0.0,5.0,20.0,29.0,34.5,Bajo 50%,25.9,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,3/3,34.305,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-58.8,81.8,ALTA,2.26,2.0,5.0,121.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,46,0.3809,BAJA,24.1,⚪ WEAK,🔴 Weak,HOLD,50.0,Close to ATH (-11.2% from high) - wait for pullback | Elevated P/E (43.9) - watch valuation | Strong upside (+18.1%) - analyst support,-11.2,NEUTRAL,NONE,True,,,,,,,,,,False,2,0.841,False,-11.15,53.34,24.0,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
WM,0.0,,,,53.8,"Waste Management, Inc.",65.5,Industrials,Waste Management,100.0,70.0,24.0,45.0,65.0,221.72,88624857088.0,15.0,9.5,False,down,30.2,True,1.0,3.7,True,2.0,1.5,3.2,False,248.13,-10.6,4.0,False,"{'roe_pct': 29.8, 'debt_to_equity': 2.35, 'current_ratio': 0.91, 'operating_margin_pct': 19.0}","{'eps_growth_yoy': 30.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.1}",259.92,277.0,220.0,25.0,buy,17.2,108.01,-51.3,71.6,-67.7,2.65,5.88,1.73,50.1,1.49,True,-1.13,5.0,8.3,52.0,2026-10-26,False,False,8.0,STRONG,3.89,21.3,2.93,BEARISH,3.67,50.0,1.0,2.0,2.799999999999997,0.0,16.1,19.6,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 41% up volume)",MEGA_FLOAT,398.5,30.0,35.8,15.0,False,down,9.5,0.0,True,1.0,True,2.0,5.0,24.0,29.0,20.7,Bottom 25%,20.1,-3.0,0.0,3.0,0.0,-8.0,0.0,0.0,0.0,False,1/3,33.89,0.0,0.0,0.0,3.0,3.0,3.0,0.0,-0.28,0.0,0.0,0.0,-51.3,76.7,ALTA,2.15,2.0,10.0,103.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,46,0.5385,MEDIA,15.55,⚪ WEAK,🔴 Weak,,,,,,,,,,,,,,,,,False,2,0.731,False,-10.29,15.62,-24.74,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
KVUE,0.0,,,,1.3,Kenvue Inc.,61.3,Consumer Defensive,Household & Personal Products,80.0,50.0,46.7,70.0,50.0,18.95,36398657536.0,35.0,42.7,False,down,14.6,False,0.0,5.1,False,0.0,3.2,2.7,False,20.69,-8.4,6.0,False,"{'roe_pct': 15.6, 'debt_to_equity': 0.82, 'current_ratio': 1.0, 'operating_margin_pct': 19.4}","{'eps_growth_yoy': 14.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 10.8}",19.5,23.0,18.0,12.0,hold,2.9,18.41,-2.8,8.4,-55.7,5.24,0.99,4.39,97.7,,True,-0.19,6.2,3.4,62.0,2026-11-05,False,False,7.0,NEUTRAL,5.53,109.8,1.8,,,,,,13.8,0.0,0.4,18.4,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.9x ratio, 45% up volume)",MEGA_FLOAT,1918.1,10.0,18.8,35.0,False,down,42.7,0.0,False,0.0,False,0.0,0.0,23.0,29.0,24.1,Bottom 25%,22.0,-3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,33.584999999999994,0.0,0.0,6.0,-2.0,3.0,1.0,0.0,-1.68,0.0,0.0,0.0,-2.8,32.2,MEDIA,0.36,-3.0,5.0,18.0,1,Appaloosa (Tepper),0,MIXED/INSUFFICIENT (0),,0.0,46,0.0127,BAJA,22.63,⚪ WEAK,🔴 Weak,,,,,,,,,,,,,,,,,False,2,0.8,False,-4.81,41.67,-10.15,sideways,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
CHD,0.0,,,,5.6,"Church & Dwight Co., Inc.",60.5,Consumer Defensive,Household & Personal Products,90.0,30.0,44.0,75.0,60.0,98.59,23385931776.0,35.0,25.3,False,down,13.2,True,1.0,-2.5,False,0.0,5.2,5.9,False,106.04,-7.0,5.0,False,"{'roe_pct': 17.0, 'debt_to_equity': 0.56, 'current_ratio': 1.15, 'operating_margin_pct': 18.1}","{'eps_growth_yoy': 13.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 12.0}",105.37,115.0,78.0,19.0,buy,6.9,74.93,-24.0,31.0,-68.6,4.02,3.96,1.24,38.6,1.16,True,-2.57,10.6,6.3,56.0,2026-10-30,False,False,7.0,NEUTRAL,4.12,114.1,2.71,,,,,,19.8,0.0,1.7,18.1,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,236.5,5.0,19.8,35.0,False,down,25.3,0.0,True,1.0,False,0.0,2.0,23.0,29.0,24.1,Bottom 25%,22.0,-3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,31.380000000000003,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-24.0,53.2,ALTA,0.86,-3.0,5.0,45.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,17,0.0556,BAJA,19.55,⚪ WEAK,🔴 Weak,,,,,,,,,,,,,,,,,False,2,0.864,False,-6.44,22.79,-17.08,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
MRSH,76.10714285714286,Excellent,Stage 2 Early,16.191121708496638,12.2,"Marsh & McLennan Companies, Inc.",71.3,Financial Services,Insurance Brokers,100.0,60.0,46.7,80.0,50.0,188.46,89935241216.0,35.0,33.6,False,up,69.5,False,0.0,16.6,False,0.0,1.6,3.0,False,207.83,-9.3,5.0,False,"{'roe_pct': 25.9, 'debt_to_equity': 1.45, 'current_ratio': 1.14, 'operating_margin_pct': 26.3}","{'eps_growth_yoy': 69.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.2}",207.1,238.0,182.0,21.0,hold,9.9,176.87,-6.1,82.2,-56.4,5.32,10.03,2.11,44.0,1.48,True,-3.23,6.6,2.9,41.0,2026-10-15,False,False,6.0,NEUTRAL,5.86,146.7,2.26,BEARISH,999.0,50.0,0.0,1.0,32.5,30.4,3.7,21.4,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 53% up volume)",MEGA_FLOAT,476.3,23.0,55.5,35.0,False,up,33.6,2.0,False,0.0,False,0.0,0.0,19.0,29.0,37.9,Bajo 50%,26.4,0.0,0.0,3.0,3.0,-8.0,0.0,0.0,0.0,False,2/3,31.129999999999995,0.0,0.0,6.0,3.0,3.0,1.0,0.0,0.76,0.0,0.0,0.0,-6.1,41.2,ALTA,1.24,0.0,2.0,11.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,0.0,25,0.1223,BAJA,58.68357142857143,⚪ WEAK,🔴 Weak,,,,,,,,,,,,,,,,,False,2,0.851,False,-7.87,21.03,-11.55,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
POOL,0.0,,,,10.8,Pool Corporation,75.8,Industrials,Industrial Distribution,100.0,90.0,24.0,80.0,65.0,184.07,6689241600.0,15.0,1.7,False,down,48.1,True,2.0,25.6,True,2.0,11.4,4.1,True,336.15,-45.2,0.0,False,"{'roe_pct': 31.3, 'debt_to_equity': 1.35, 'current_ratio': 2.67, 'operating_margin_pct': 15.1}","{'eps_growth_yoy': 48.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 7.4}",219.5,260.0,185.0,12.0,buy,19.2,86.21,-53.2,109.5,-40.5,3.18,5.86,2.84,46.4,1.26,True,-4.11,16.2,,48.0,2026-10-22,False,False,5.0,NEUTRAL,6.95,34.5,2.09,,,,,,7.0,0.0,3.2,22.7,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEDIUM_FLOAT,35.1,22.0,26.0,15.0,False,down,1.7,0.0,True,2.0,True,2.0,8.0,16.0,29.0,48.3,Bajo 50%,31.7,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,31.06,0.0,0.0,3.0,3.0,3.0,0.0,0.0,-0.39,0.0,0.0,0.0,-40.5,66.0,ALTA,2.4,2.0,0.0,46.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,46,0.1079,BAJA,0.08,⚪ WEAK,🔴 Weak,,,,,,,,,,,,,,,,,False,0,0.581,False,-43.86,7.3,-27.72,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
ITW,69.625,Excellent,Stage 1-2 Transition,15.51325761964703,50.0,Illinois Tool Works Inc.,60.1,Industrials,Specialty Industrial Machinery,70.0,60.0,46.7,65.0,50.0,271.65,77365919744.0,35.0,25.0,False,down,-0.7,True,2.0,6.0,True,1.0,3.1,6.2,False,303.16,-10.4,5.0,False,"{'roe_pct': 104.6, 'debt_to_equity': 3.35, 'current_ratio': 1.11, 'operating_margin_pct': 26.9}","{'eps_growth_yoy': -0.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 19.4}",301.86,350.0,249.0,14.0,hold,11.1,169.1,-37.8,112.51,-58.6,3.14,8.54,2.56,58.3,2.26,True,-2.42,14.6,4.0,49.0,2026-10-23,False,False,5.0,NEUTRAL,4.94,118.3,2.17,,,,,,77.5,27.8,,18.0,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,257.7,5.0,65.5,35.0,False,down,25.0,0.0,True,2.0,True,1.0,8.0,8.0,29.0,75.9,Top 25%,39.8,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,31.04,0.0,0.0,3.0,3.0,3.0,1.0,0.0,1.13,0.0,0.0,0.0,-37.8,59.3,ALTA,1.39,2.0,0.0,24.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,45,,,54.3225,⚪ WEAK,🔴 Weak,HOLD,50.0,Close to ATH (-10.4% from high) - wait for pullback,-10.4,NEUTRAL,HOLD,False,,,,,,,,,,False,2,0.866,False,-10.03,15.9,-16.37,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
MSI,0.0,,,,21.1,"Motorola Solutions, Inc.",58.8,Technology,Communication Equipment,60.0,60.0,50.3,65.0,60.0,472.23,78151131136.0,35.0,40.2,False,up,-0.9,True,1.0,4.1,True,1.0,2.2,3.4,False,494.85,-4.6,7.0,True,"{'roe_pct': 91.6, 'debt_to_equity': 3.58, 'current_ratio': 1.1, 'operating_margin_pct': 27.4}","{'eps_growth_yoy': -0.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 17.4}",526.82,550.0,476.0,11.0,buy,11.6,230.97,-51.1,126.9,-73.1,2.53,11.96,1.01,37.2,1.11,True,-1.32,7.3,9.5,62.0,2026-11-05,False,False,6.0,NEUTRAL,3.64,161.2,2.6,,,,,,43.0,0.0,6.3,17.6,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 55% up volume)",HIGH_FLOAT,164.7,0.0,24.0,35.0,False,up,40.2,2.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,40.2,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,3/3,30.675,0.0,0.0,0.0,0.0,3.0,3.0,0.35,3.91,0.0,0.0,0.0,-51.1,73.7,ALTA,1.45,2.0,2.0,52.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,-3.0,46,0.2105,BAJA,31.38,⚪ WEAK,🔴 Weak,,,,,,,,,,,,,,,,,True,3,0.814,False,-4.57,32.15,-12.53,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
